1,1,0,52.12311148742091,6.401726155415487,5,6,25.3
1,2,0,493.2877642151664,29.59576442999876,5,6,25.3
1,3,0,63.01325058968194,7.35216314544326,5,6,35.5
1,4,0,491.3179653944229,119.01835297760182,5,6,35.5
2,1,0,53.542341822069965,7.805399425859271,5,6,25.3
2,2,0,491.5608392623413,33.651288064406536,5,6,25.3
2,3,0,64.80657079652829,9.700931593950084,5,6,35.5
2,4,0,487.6386592286784,120.47605773571617,5,6,35.5
3,1,0,54.956927302239194,9.211005797784019,5,6,25.3
3,2,0,489.8192197392482,37.70481995678468,5,6,25.3
3,3,0,66.60857057193886,12.046274281705823,5,6,35.5
3,4,0,483.9621617193023,121.95099988474234,5,6,35.5
4,1,0,56.36686662404347,10.618531261949189,5,6,25.3
4,2,0,488.0629004306163,41.756307417490405,5,6,25.3
4,3,0,68.41924562731522,14.388160139038058,5,6,35.5
4,4,0,480.28855316080154,123.44318224328353,5,6,35.5
5,1,0,57.77215852362852,12.027961813531546,5,6,25.3
5,2,0,486.2918763084825,45.805697702199865,5,6,25.3
5,3,0,70.23859156535573,16.72655809079002,5,6,35.5
5,4,0,476.61791392394065,124.95260725777014,5,6,35.5
6,1,0,59.172801777143256,13.43928345223556,5,6,25.3
6,2,0,484.5061425324907,49.85293801256923,5,6,25.3
6,3,0,72.06660387998282,19.061437056694423,5,6,35.5
6,4,0,472.9503244540239,126.47927700185575,5,6,35.5
7,1,0,60.568795200711826,14.852482182403717,5,6,25.3
7,2,0,482.70569445018907,53.89797549689714,5,6,25.3
7,3,0,73.9032779562716,21.392765951747652,5,6,35.5
7,4,0,469.2858652691742,128.02319317582092,5,6,35.5
8,1,0,61.96013765040533,16.267544013126706,5,6,25.3
8,2,0,480.890527597325,57.9407572507885,5,6,25.3
8,3,0,75.7486090703797,23.720513686584386,5,6,35.5
8,4,0,465.62461695860776,129.58435710598502,5,6,35.5
9,1,0,63.34682802221331,17.68445495835351,5,6,25.3
9,2,0,479.0606376981375,61.98123031781965,5,6,25.3
9,3,0,77.60259238947846,26.044649167852555,5,6,35.5
9,4,0,461.96666018090525,131.1627697441258,5,6,35.5
10,1,0,64.72886525201488,19.103201037001387,5,6,25.3
10,2,0,477.21602066564753,66.01934169020485,5,6,25.3
10,3,0,79.46522297168532,28.365141298588703,5,6,35.5
10,4,0,458.3120756622794,132.75843166690711,5,6,35.5
11,1,0,66.10624831554959,20.523768273065745,5,6,25.3
11,2,0,475.3566726019457,70.05503830946412,5,6,25.3
11,3,0,81.33649576599747,30.681958978593727,5,6,35.5
11,4,0,454.6609441948388,134.3713430753146,5,6,35.5
12,1,0,67.47897622838798,21.946142695729908,5,6,25.3
12,2,0,473.482589798478,74.0882670670924,5,6,25.3
12,3,0,83.21640561222685,32.99507110480895,5,6,35.5
12,4,0,451.0133466348481,136.0015037940992,5,6,35.5
13,1,0,68.84704804590186,23.370310339474766,5,6,25.3
13,2,0,471.5937687363287,78.11897480523001,5,6,25.3
13,3,0,85.10494724093637,35.304446571692615,5,6,35.5
13,4,0,447.3693639009847,137.6489132712289,5,6,35.5
14,1,0,70.21046286323427,24.79625724418833,5,6,25.3
14,2,0,469.69020608650135,82.14710831733444,5,6,25.3
14,3,0,87.00211527337746,37.61005427159668,5,6,35.5
14,4,0,443.7290769725918,139.31357057734843,5,6,35.5
15,1,0,71.5692198152692,26.223969455275142,5,6,25.3
15,2,0,467.7718987101972,86.17261434885347,5,6,25.3
15,3,0,88.90790422142881,39.91186309514401,5,6,35.5
