1,1,0,493.3398233080112,18.86232593253316,5,6,35.5
1,2,0,122.49754297337839,7.895381679589223,5,6,35.5
1,3,0,492.81448895280937,16.08277109840317,5,6,35.5
1,4,0,31.278395789084048,6.6962827031372285,5,6,35.5
2,1,0,491.6892264560822,22.45983354188646,5,6,35.5
2,2,0,125.82839955753775,10.786783674005694,5,6,35.5
2,3,0,490.63058165474496,18.07793559541981,5,6,35.5
2,4,0,32.348540791385744,8.391818660231152,5,6,35.5
3,1,0,490.0482487851418,26.066187365846158,5,6,35.5
3,2,0,129.1698493994395,13.67417287827682,5,6,35.5
3,3,0,488.4483021895185,20.080846919210906,5,6,35.5
3,4,0,33.42457650231992,10.086588471120685,5,6,35.5
4,1,0,488.41692957454654,29.681362421940538,5,6,35.5
4,2,0,132.52189134379037,16.55751617196156,5,6,35.5
4,3,0,486.26767466371524,22.09150813081267,5,6,35.5
4,4,0,34.50650651343717,11.780572710667467,5,6,35.5
5,1,0,486.7953080414663,33.30533356824602,5,6,35.5
5,2,0,135.88452413968307,19.43678041941321,5,6,35.5
5,3,0,484.0887232066003,24.10992222129638,5,6,35.5
5,4,0,35.594334354400836,13.473751928947877,5,6,35.5
6,1,0,485.18342334027017,36.9380755035318,5,6,35.5
6,2,0,139.25774644052177,22.31193247004245,5,6,35.5
6,3,0,481.9114719699238,26.136092111680274,5,6,35.5
6,4,0,36.68806349287995,15.16610665144543,5,6,35.5
7,1,0,483.58131456191285,40.579562767406784,5,6,35.5
7,2,0,142.64155680394833,25.182939158580645,5,6,35.5
7,3,0,479.73594512772627,28.170020652841973,5,6,35.5
7,4,0,37.787697334442626,16.857617379243585,5,6,35.5
8,1,0,481.989020733321,44.22976974046881,5,6,35.5
8,2,0,146.03595369176924,28.04976730534341,5,6,35.5
8,3,0,477.56216687614364,30.21171062543143,5,6,35.5
8,4,0,38.893239222450134,18.548264589218938,5,6,35.5
9,1,0,480.40658081678026,47.888670644456134,5,6,35.5
9,2,0,149.44093546988321,30.91238371649441,5,6,35.5
9,3,0,475.390161433212,32.2611647397844,5,6,35.5
9,4,0,40.0046924379515,20.238028734234817,5,6,35.5
10,1,0,478.83403370932217,51.55623954240123,5,6,35.5
10,2,0,152.85650040820957,33.77075518430945,5,6,35.5
10,3,0,473.21995303867186,34.318385635836435,5,6,35.5
10,4,0,41.12206019957874,21.92689024333526,5,6,35.5
11,1,0,477.27141824211196,55.23245033878684,5,6,35.5
11,2,0,156.28264668061723,36.62484848744079,5,6,35.5
11,3,0,471.0515659537725,36.38337588303742,5,6,35.5
11,4,0,42.24534566344268,23.614829521939388,5,6,35.5
12,1,0,475.7187731798361,58.91727677970432,5,6,35.5
12,2,0,159.7193723648545,39.47463039118169,5,6,35.5
12,3,0,468.88502446107583,38.456137980266604,5,6,35.5
12,4,0,43.37455192302933,25.30182695203616,5,6,35.5
13,1,0,474.1761372200907,62.61069245301428,5,6,35.5
13,2,0,163.16667544247943,42.32006764773127,5,6,35.5
13,3,0,466.7203528642597,40.53667435574823,5,6,35.5
13,4,0,44.509682009096935,26.987862892379514,5,6,35.5
